numero_processo,projeto,proponente,municipio,valor_autorizado,valor_total,status,enquadramento,fonte_url,fonte_pagina
2023-J53ZF,“Orquestra Acadêmica do Ifes”,32.178.631 Fernanda de Oliveira Busato,Vitória,162000,162000,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,13
2024-ZDJJM,Gera.Ação - Oficinas Intergeracionais,Bossa Comunicação e Cultura Eireli,Colatina,280750,280750,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,13
2023-PCDF2,"Projeto Raízes da Aldeia: Cultura, Artesanato e Resgate","Associação Amigos da Justiça, Cidadania, Educação e Arte",Aracruz,499949.47,499949.47,em_execucao,cota-fora-rmgv,https://secult.es.gov.br/lista-de-projetos-habilitados,13
2023-DSMSP,2º Festival Semente Literária,MB Produção Cultural,Cariacica,83320.52,84750.52,captando,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,13
2023-0NZB3,'Encontro da Chefs 2024'',Conexxo Serviços e Gestão de Eventos LTDA,Vila Velha,489200,605500,concluido,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,13
2023-Z1JBG,IX Encontro Brasileiro de Trompistas no Espírito Santo,Júlia Sodré - Gestão de Projetos Musicais,Vitória,362966.26,362966.26,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,13
2024-SFCLQ,Projeto Stoked,Base Company Ltda,Vila Velha,396616,396616,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,14
2024-Q2470,Diversão e Arte,"WB Producoes Artisticas E Culturais Ltda;",Vitória,499756.6,499756,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,14
2024-PM31K,Crias.Lab 2024,Puri Produções E Eventos Ltda,"Cariacica; Serra; Vitória; Vila Velha",500000,500000,concluido,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,14
2023-KZHXT,Onda Sonora,Wpar & Associados Ltda,Vitória,285089.39,285089.39,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,14
2024-LNTS6,207ª Festa Do Divino Espírito Santo De Viana-ES,Leonardo Caetano Eireli ME,Viana,358109.86,358109.86,concluido,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,14
2023-9RT9Q,10º Festival Nacional de Cinema Ambiental do Espírito Santo - CINE.EMA,Caju Produções LTDA ME,"Aracruz; Vila Veha; Cachoeiro de Itapemirim",500000,1499535.55,em_execucao,cota-pautados,https://secult.es.gov.br/lista-de-projetos-habilitados,14
2023-HJF7P,“Itália Mia 2024”,"Associação Amigos da Justiça, Cidadania, Educação e Arte",João Neiva,100000,200000,captacao_expirada,cota-fora-rmgv,https://secult.es.gov.br/lista-de-projetos-habilitados,14
2023-0J1G1,A DANÇA: Universo em Expansão,Estúdio de Dança Ballet Plié,Pinheiros,136397,136397,concluido,cota-fora-rmgv,https://secult.es.gov.br/lista-de-projetos-habilitados,14
2023-4MJCT,'24º Festival Nacional de Teatro de Guaçuí”,"Grupo Teatral Gota, Pó e Poeira",Guaçuí,229781.52,229781.52,concluido,cota-pautados,https://secult.es.gov.br/lista-de-projetos-habilitados,14
2023-D8NHK,'Carnaval Cultural de Mimoso do Sul – 2024”,Região Sul Capixaba dos Vales e Cafe Convention & Visitors Bureau,Mimoso do Sul,500000,500000,captacao_expirada,cota-fora-rmgv,https://secult.es.gov.br/lista-de-projetos-habilitados,14
2024-2B0N1,Arte e Cultura para Todos - 2º edição,WB PRODUCOES ARTISTICAS E CULTURAIS LTDA,"Serra; Vitória",384524.8,384524.8,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,14
2024-MS3QJ,1° Serra CineLab,"Finordia Produções Culturais Ltda;",Serra,484000,1500000,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,14
2023-D2859,“Tecer Folias”,Associação Oficina da Vida - ONG,Vitória,457000,462000,em_execucao,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,14
2023-83NRF,“Festival Origraffes - 7° Edição”,"iÁ Estúdio;",Serra,500000,2463375,concluido,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,14
2023-57VCH,Centro Cultural Canela Verde,Ananda,Vila Velha,161999.14,161999.14,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,14
2023-QM38R,Manutenção Artística com Foco no Conceito PsicoComportamental,Cia de Dança Mítzi Martucci,"Vitória; Vila Velha",496884.33,496884.33,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,14
2024-KN5MZ,7ª Festa Flor do Café,Associação dos Agricultores Familiares Três Reis,Mimoso do Sul,421075,471075,captacao_expirada,cota-fora-rmgv,https://secult.es.gov.br/lista-de-projetos-habilitados,14
2023-QCBWF,“Carna Surpresa - O Carnaval da Barra do Jucu”,Bloco Surpresa,Vila Velha,499972.41,499972.41,concluido,cota-pautados,https://secult.es.gov.br/lista-de-projetos-habilitados,14
2024-TZR5W,Orquestra Brasileira de Cantores Cegos: Coral Para a Inclusão de Pessoas com Deficiência (2a Edição),Associação Sociedade Cultura e Arte Soca,Vitória,190894.98,804113.74,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,14
2023-BD58D,Negros do Espírito Santo,Editora Cousa,"Vitória; Serra; Santa Leopoldina; São Mateus; Conceição da Barra; Itapemirim; Cachoeiro de Itapemirim",207675.54,207675.54,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,14
2023-6RPHV,'Edição do livro Curubitos: Crônicas da Cultura Popular Capixaba”,Praia Editora,"Serra; Vitória; Vila Velha",71390.38,71390.38,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,14
2023-RZJ4L,Capixabarte - Circuito Artistico-Cultural Na Região V De Vila Velha,Fundação Clínica Carmem Lucia,Vila Velha,350000,350000,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,15
2023-3C8S4,Ampliação e qualificação do Museu da Baleia e Galeria de Arte Memorial da Paz no Espaço Baleia Jubarte,Instituto Baleia Jubarte,Vitória,774892,1377885.17,em_execucao,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,15
2023-BKLZN,Festival Nacional de Teatro Cidade de Vitória -20ª Edição,Associação Cultural Circense E Ambiental Uma Floresta,"Vitória; Cariacica; Serra; Vila Velha",500000,1552040.81,concluido,cota-pautados,https://secult.es.gov.br/lista-de-projetos-habilitados,15
2024-2C95T,A Fantástica Carpintaria - Programa Educativo,Cidade Quintal Serviços De Design E Arte Urbana LTDA,Vitória,500000,1500000,em_execucao,cota-continuados,https://secult.es.gov.br/lista-de-projetos-habilitados,15
2023-JRW61,"""Festival Manhágua”",Caju Produções LTDA ME,"Vitória; Vargem Alta",500000,1493047.71,em_execucao,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,15
2024-L3FN9,Diversão em Cena,WB PRODUCOES ARTISTICAS E CULTURAIS LTDA,Vitória,500000,654300,captando,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,15
2023-BN9ZP,Memórias Do Lar,Porto E Stein Produções,Vitória,500000,500000,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,15
2024-SS2BT,Moqueca Pop Verão - Edição Iriri,Jupter Produção Cultural Capixaba,Anchieta,500000,500000,captacao_expirada,cota-fora-rmgv,https://secult.es.gov.br/lista-de-projetos-habilitados,15
2023-SMP5M,Mantendo Luz Del Fuego acesa,Cia NÓS De Artes,Cachoeiro de Itapemirim,498356.08,498356.08,captacao_expirada,cota-fora-rmgv,https://secult.es.gov.br/lista-de-projetos-habilitados,15
2023-CV6RH,Orquestra de Câmara Infanto-juvenil João XXIII,Instituto João XXIII,Vitória,297210.57,297210.57,em_execucao,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,15
2023-5G6XC,Lona De Cultura E Arte,Academia de Sonhos,"Serra; Viana; Anchieta",500000,500000,captando,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,15
2024-0VL47,12ª Itália Unita,SECRETARIADO DOS IMIGRANTES FRIULANOS DE ARACRUZ ES,Aracruz,430860.56,604575.16,concluido,cota-pautados,https://secult.es.gov.br/lista-de-projetos-habilitados,15
2024-R7H5X,Festival da Cultura Italiana – Tudo começou aqui “Noi Siamo la Storia”,Associação Federativa Comunitá Italiana Do Espírito Santo,Vitória,403893,1699408,concluido,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,15
2023-4Z9J3,Boa Vista Carnaval Capixaba 2025,Grêmio Recreativo Cultural Esportivo Social Escola De Samba Independente De Boa Vista,Vitória,492000,1800000,concluido,cota-pautados,https://secult.es.gov.br/lista-de-projetos-habilitados,15
2023-DDSJJ,Festa Do Imigrante De Santa Teresa 2024,Circolo Trentino Di Santa Teresa,Santa Teresa,500000,721945,concluido,cota-pautados,https://secult.es.gov.br/lista-de-projetos-habilitados,15
2024-17HKP,46ª Festa da Polenta,Associação Festa Da Polenta - AFEPOL,Venda Nova do Imigrante,500000,2579000,concluido,cota-pautados,https://secult.es.gov.br/lista-de-projetos-habilitados,15
2024-8XRF4,Festival Delírio Tropical,Puri Produções E Eventos LTDA,Vila Velha,500000,500000,concluido,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,15
2023-P5WLN,Projeto Tramas Criativas: Formação em Estética Capilar Afro-brasileira,Agência de Desenvolvimento Social Jovem,Cariacica,152742.6,152742.6,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,15
2023-SCGXC,'Circulação de Espetáculo - Igrejas Históricas Capixabas”,Programa de Promoção e Assistência Social Casa Verde,"Vila Velha; Vitória",499543,499543,em_execucao,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,15
2023-BL62F,Festival Batidas do Mundo,Caju Produções LTDA ME,Vitória,494000,494000,concluido,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,16
2024-HGG9K,#EP10 - ENCONTRO DAS PRETAS 10 ANOS,INSTITUTO DAS PRETAS.ORG,Vitória,499999.84,499999.84,concluido,cota-pautados,https://secult.es.gov.br/lista-de-projetos-habilitados,16
2024-G4CVM,10º TendaLab,Instituto Brasil de Cultura e Arte - IBCA,Vitória,500000,1400139.18,captacao_expirada,cota-pautados,https://secult.es.gov.br/lista-de-projetos-habilitados,16
2024-FPDG3,31º Festival de Cinema de Vitória,Galpão Produções Artísticas e Culturais LTDA,Vitória,500000,2996038,concluido,cota-pautados,https://secult.es.gov.br/lista-de-projetos-habilitados,16
2023-1FDSB,73º Encontro Nacional de Folias de Reis - Muqui-ES - 2024,ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DE MUQUI - ACE MUQUI,Muqui,500000,500000,concluido,cota-pautados,https://secult.es.gov.br/lista-de-projetos-habilitados,16
2023-GH3Z0,Exercícios para se lembrar: a performance como método para elaboração de subjetividades,LIMA&SILVA ARTE E CULTURA,Vitória,162000,162000,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,16
2023-K799N,96ª Festa de São Pedro - Edição 2024,Colônia de Pescadores e Aquicultores Z-5 Maria Ortiz,Vitória,420484.16,1600000,concluido,cota-pautados,https://secult.es.gov.br/lista-de-projetos-habilitados,16
2023-XPZLT,Filarmônica de Mulheres do Espírito Santo: música e representatividade,Instituto Todos os Cantos,Vitória,440074.42,440074.42,em_execucao,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,16
2023-LC19F,Compondo na Rua,W/PAR & ASSOCIADOS LTDA,Vitória,396394.83,396394.83,em_execucao,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,16
2023-H4HW1,LO FI JAZZ - Produção Musical,W/PAR Associados,Vitória,298915.5,298915.5,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,16
2023-HPN9B,"Novas Edições Dos Quadrinhos ""Safrinha""",Contexto Consultoria E Projetos EIRELI,Guaçuí,499866.4,499866.4,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,16
2023-5X79T,MC Arte 2024,Movimento Cidade Projetos Criativos LTDA,Vitória,500000,500000,em_execucao,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,16
2023-GXJLN,Jazz Vitória Festival 2024,ROTA SERVICE LTDA,Vitória,500000,500000,concluido,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,16
2023-3RCKP,CAPPITELLA – Festa Do Cappelletti E Da Tagliatella 2023,Associação Festa Da Cappitella - AFECAPI,Nova Venécia,488000,488000,concluido,cota-fora-rmgv,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-MX64B,MARÍA DE BUENOS AIRES,WS PROJETOS CRIATIVOS LTDA,Vitória,499663.99,499663.99,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-900QG,Reimagina: Praça Costa Pereira,Instituto de Arquitetos do Brasil Depto E Santo,Vitória,361677.19,361677.19,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-KBQDW,VII Festival Voadora,MM Projetos Culturais Ltda,Vitória,500000,500000,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-DJRN3,Calendário Anual De Eventos – Banda de Congo Beatos de São Benedito,ACERBES - Associação Cultural Esportiva e Recreativa Beatos do Espírito Santo,Vila Velha,285527.75,285527.75,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-6V806,Agenda cultural - 28º Programa de Verão de Atílio Vivácqua/ES,Associação Oficina da Vida - ONG,Atílio Vivacqua,126420,126420,captacao_expirada,cota-fora-rmgv,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-5QBHT,Festival de Quadrilhas da Lagoa do Siri,Associação de Salvaguarda do Patrimônio Imaterial Cachoeirense,Marataízes,214824.94,214824.94,captacao_expirada,cota-fora-rmgv,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-L11TR,150 anos da Imigração Italiana no Espírito Santo - Brasil - Exposição Itinerante “As Colônias Italianas no Espírito Santo,Associação Federativa Comunitá Italiana do Espírito Santo,Vitória,347380.4,347380.4,concluido,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-3WLPF,UMA BREVE HISTORINHA DO MUNDO - O Livro de Elis,Wanya de Siqueira Mayhé,Vitória,69371,69371,em_execucao,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-B9WNP,Encontro de Folias de Reis de Burarama,Associação de Salvaguarda do Patrimônio Imaterial Cachoeirense,Cachoeiro de Itapemirim,185239.66,185239.66,captacao_expirada,cota-fora-rmgv,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-NK2V6,"ESCOLA DE FOTÓGRAFOS CEGOS, NOVOS OLHARES: TERRITÓRIOS",Associação Sociedade Cultura e Arte SOCA,Vila Velha,151159.4,151159.4,concluido,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-KQRL6,Som das Caieiras - Concertos,FUNDAÇÃO BENEFICENTE PRAIA DO CANTO,Vitória,500000,500000,concluido,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-D6HN5,"""MADALENA""",R S DE SÁ FILMES E PROJETOS EPP,Vitória,499750.46,499750.46,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-PRGRB,FECSTA 7 - FESTIVAL DE CINEMA DE SANTA TERESA - ES,SATIRICA FILMES PRODUÇÕES LTDA,Santa Teresa,499900,499900,concluido,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-K4ZQ5,Corpo Afro - Manutenção de Grupo e Manifestações Negro-brasileiras,COLETIVO EMARANHADO,Vitória,160655.76,160655.76,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-N1HRJ,Programa de fortalecimento de jongos e caxambus do sul capixaba,Associação de Salvaguarda do Patrimônio Imaterial Cachoeirense,Cachoeiro de Itapemirim,288144.53,288144.53,captacao_expirada,cota-fora-rmgv,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-GNGTZ,Turma da Ação,VIANA PROJETOS CULTURAIS LTDA,Vargem Alta,497638.35,497638.35,concluido,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-7ND2S,Marien Calixte Jazz Music Festival 2024,Daniel Gonçalves Morelo ME,Vitória,500000,500000,concluido,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-69GRL,Prêmio da Música Capixaba 2024,Daniel Gonçalves Morelo ME,Vitória,500000,500000,concluido,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-M6Q4C,VIAGEM LITERÁRIA,MB PRODUÇÃO CULTURAL,Cariacica,85899.57,85899.57,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-MQSDZ,Congo de Máscaras de Roda D’Água de Cariacica-2024,ASSOCIAÇÃO DE BANDAS DE CONGO DE CARIACICA,Cariacica,454000,706000,concluido,cota-pautados,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2022-08G6P,Festival Bossa & Reggae,MDM Áudio Projetos de Arte Cultura Música e Serviços de Tecnologia Ltda,Vitória,500000,500000,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2022-5KQ5X,“O REI DOS REIS” - “Auto da Paixão de Cristo”,Associação Cultural Circense e Ambiental Uma Floresta,Vitória,223040,223040,captacao_expirada,cota-pautados,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-ZZB43,Mar Adentro,W/PAR & ASSOCIADOS LTDA,Vitória,483748.28,483748.28,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-BPTXX,Circuito Cultural: Na batida do atabaque,Movimento Cultural Tambores Esperança,Vila Velha,120340,120340,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,17
2023-D7T2H,SALA IMERSIVA PIXXFLUXX,PIXXFLUXX PRODUCOES AUDIOVISUAIS LTDA,Vitória,393181,393181,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,18
2023-9TV0S,FINA SINTONIA PRESENCIAL E ITINERANTE,Associação Cultural Circense e Ambiental Uma Floresta,Vitória,349190,349190,captacao_expirada,cota-demais,https://secult.es.gov.br/lista-de-projetos-habilitados,18
2023-B236K,Consolidação e Restauração das Pinturas Parietais da Antiga Casa de Câmara e Cadeia de Itapemirim,Associação de Salvaguarda do Patrimônio Imaterial Cachoeirense,Itapemirim,327542.36,327542.36,captacao_expirada,cota-fora-rmgv,https://secult.es.gov.br/lista-de-projetos-habilitados,18
2023-VV8MK,"Festa da Penha 2024 “Ó Vem Conosco, Vem Caminhar!",Associação dos Amigos do Convento de N.S. da Penha,Vila Velha,500000,1784200,concluido,cota-pautados,https://secult.es.gov.br/lista-de-projetos-habilitados,18
2023-SK4MC,FestReC Pot - Festival Regional da Cultura Popular e Tradicional,INSTITUIÇÃO DE TRADIÇÕES E CULTURA AFRO BRASILEIRA SÃO JUDAS TADEU,Aracruz,499969.32,710769.32,captacao_expirada,cota-fora-rmgv,https://secult.es.gov.br/lista-de-projetos-habilitados,18
