numero_processo,projeto,proponente,municipio,valor_autorizado,valor_total,status,enquadramento,fonte_url,fonte_pagina
2022-8VR5D,"Festival Roda de Boteco, Colatina-ES",Conexxo Servicos e Gestao de Eventos,Colatina,473000,643950,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,25
2022-BFTK4,Escola de Música Tocando em Frente,Programa de Promoção e Assistência Social - Casa Verde,Cachoeiro de Itapemirim,200370,200370,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,25
2022-82W8Z,Orquestra Brasileira De Cantores Cegos,Associação Sociedade Cultura e Arte SOCA,Vitória,492965,492965,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,25
2022-2SR6P,Websérie Palavra Negra - 3° Temporada,Bule Estudio Criativo Produções Artísticas LTDA,Vitória,224779.57,224779.57,captacao_expirada,,https://secult.es.gov.br/lista-de-projetos-habilitados,25
2022-6BDP7,Vazante,Lúmen Produções Audiovisuais LTDA,Vitória,320000,320000,captacao_expirada,,https://secult.es.gov.br/lista-de-projetos-habilitados,25
2022-MVWBR,Festival Nacional De Teatro De Cidade De Vitoria 18a Edição,Associação Cultural Circense E Ambiental Uma Floresta,Vitória,487000,727000,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,25
2022-20250,“IV Festival Internacional De Violão Do Espírito Santo (FIVES) e V Concurso Latino-Americano De Violão Maurício De,Acordes Centro De Música E Artes Ltda,Vitória,135178.09,135178.09,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,25
2022-Q292N,"Oliveira” “Nada Me Falta”, Videografia De Mulheres: Cegas, Surdas E Videntes-Ouvintes Em Interação",Associação Sociedade Cultura E Arte Soca,Vitória,321795,321795,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,25
2022-LR2T1,Vírgula,Porto e Stein Produções Ltda - ME,"Vitória; Colatina; Castelo; Itaguaçu; Aracruz; Aracruz",114625.44,114625.44,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,25
2022-67RVF,Bekoo das Pretas Festival/Bkdp Festival,Instituto das Pretas.Org,Cariacica,468217,1974921.75,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,25
2022-Z91ZF,O Canto do Beija Flor,Reverence Studio de Dança LTDA,"Vitória; Costa Rica",30861.6,30861.6,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,25
2022-PHX83,Montanhas Contemporâneas Capixabas,Pedro Emilio E Silva Martins - ME,"Domingos Martins; Venda Nova do Imigrante; Vargem",472723,472723,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,25
2022-87D66,Música e Artes na Capital Vitória/ES,ASSOCIAÇÃO ALEF BET,Alta Vitória,382721.25,382721.25,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,25
2022-4LJGV,Coral Arcelor,Daniel Gonçalves Morelo ME,Vitória,499927.52,499927.52,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-L2BVZ,24o Festival De Inverno Da Sanfona E Da Viola De São Pedro Do Itabapoana,Associação Dos Moradores Da Comunidade De São Pedro Do Itabapoana.,Mimoso do Sul,277648,821844.9,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-Z1XJQ,Festival CRIAS.LAB,Puri Produções E Eventos LTDA,Vitória,500000,500000,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-WHK4V,29o Festival de Cinema de Vitória,Galpão Produções Artísticas e Culturais LTDA,Vitória,500000,2053328.4,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-K3M60,A Trupe Barroca - Concerto De Natal 2022,Fernando Coelho Sabino MEI,Vila Velha,160583.58,160583.58,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-P2FN3,CAPPITELLA – Festa Do Cappelletti E Da Tagliatella,Associação Festa Da Cappitella - Afecapi,Nova Venécia,380003.78,673623.22,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-XX9K7,2º Ventania.Lab - Residência Audiovisual,Ventania Produções Audiovisuais,Vitória,250000,250000,captacao_expirada,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-F0975,Vitória Mostra Docs,Andaluz Produções LTDA-ME,Vitória,302210.73,302210.73,captacao_expirada,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-S80KH,7a TendaLab,Galpão Produções Artísticas e Culturais LTDA,Vitória,500000,800000,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-ZZ8WC,Do Forte da Barra ao Batalhão Tibúrcio: cinco séculos de história,Pro Texto Comunicação E Cultura Ltda,"Vitória; Vila Velha",244720,244720,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-DK8GT,Festival MoV.Cidade 2022,Puri Produções e Eventos LTDA,Vitória,500000,500000,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-PHLMS,Permear o Museu,SYU EMPREENDEDORISMO SA,Vitória,264924.33,264924.33,captacao_expirada,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-05N9Z,Singulares,Gustavo Binda Faria 11028553757,"Aracruz; Anchieta; Vitória; Viana; Serra",130994.41,130994.41,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-R8BJK,Festival de Música Erudita do Espírito Santo - Edição especial 10 anos,Companhia de Ópera do Espírito Santo,"Vitória; Serra",462909,1703009,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-M5V6Q,Corpo Afro - Manutenção de Grupo e Manifestações Negro-brasileiras,Bule Estúdio Criativo Produções Artísticas LTDA,Vitória,271215,271215,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-RWW2K,9a edição do Festival Internacional De Jazz e Bossa De Santa Teresa,Rota Service Ltda,Santa Teresa,500000,700000,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-JJS7Q,"""Mais Cultura Nas Escolas""",Eleandro da Silva,Cariacica,100000,100000,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-MWSV5,5º FECSTA - Festival De Cinema De Santa Teresa,Satírica Filmes Produçôes LTDA,"Vitória; Santa Teresa; Viana",441294.25,441294.25,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-MRJRS,"Escola De Fotógrafos Cegos e Exposição:"" Quando Fecho os Olhos Vejo Mais Perto""",Associação Sociedade Cultura e Arte SOCA,"Vitória; Vila Velha",468965,468965,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-HZ46T,"Montagem e turnê do espetáculo teatral ""A SÓS""",Grupo Teatral Caparaó,"Alegre; Guaçuí; Afonso Cláudio; Castelo; Cariacica; Itaguaçu; Montanha; Rio Novo do Sul; Viana; Serra; Vitória",219434.87,219434.87,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-3FS25,SobreVoar,Senhora Filmes LTDA ME,"Vitória; Vila Velha; Guarapari; Serra; Domingos Martins; Cachoeiro do Itapemirim; Linhares; Cariacica",204800,204800,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-KG76B,28º Festival de Cinema de Vitória - Reencontro,Instituto Brasil de Cultura E Arte - IBCA,Vitória,500000,2053328.4,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
2022-DLFVH,3ª Live Cultural da Festa do Carro de Boi 2022,Associação Carro de Boi,Afonso Cláudio,36628.87,146628.87,concluido,,https://secult.es.gov.br/lista-de-projetos-habilitados,26
